x
333,370000000000
332,950000000000
332,350000000000
332,200000000000
332,370000000000
331,730000000000
331,680000000000
331,460000000000
330,830000000000
330,760000000000
329,800000000000
329,850000000000
329,150000000000
329,060000000000
328,330000000000
328,060000000000
327,560000000000
326,720000000000
326,990000000000
327,310000000000
327,070000000000
327,230000000000
327,400000000000
327,640000000000
327,800000000000
328,500000000000
328,610000000000
328,460000000000
328,800000000000
329,390000000000
329,780000000000
329,960000000000
330,380000000000
330,490000000000
330,590000000000
330,790000000000
331,240000000000
331,640000000000
331,110000000000
331,420000000000
331,960000000000
331,770000000000
331,640000000000
332,110000000000
331,900000000000
333,300000000000
332,780000000000
333,160000000000
333,280000000000
333,480000000000
333,940000000000
334,250000000000
333,460000000000
334,000000000000
333,960000000000
333,190000000000
333,230000000000
333,500000000000
333,010000000000
332,320000000000
331,830000000000
331,360000000000
331,220000000000
331,010000000000
330,380000000000
329,480000000000
328,730000000000
329,320000000000
329,420000000000
327,940000000000
327,950000000000
327,970000000000
328,184999999999
328,400000000000
328,730000000000
328,800000000000
329,030000000000
329,010000000000
329,210000000000
330,180000000000
329,720000000000
330,042000000002
330,363999999999
330,686000000001
331,007999999998
331,330000000000
331,530000000000
331,660000000000
331,880000000000
332,450000000000
332,510000000000
332,610000000000
333,490000000000
332,430000000000
332,880000000000
333,560000000000
334,330000000000
334,560000000000
335,060000000000
333,010000000000
334,700000000000
335,060000000000
334,170000000000
334,320000000000
335,290000000000
335,280000000000
334,430000000000
334,210000000000
334,170000000000
334,040000000000
333,819999999999
333,600000000000
333,480000000000
332,430000000000
332,240000000000
331,690000000000
330,700000000000
330,440000000000
330,230000000000
330,430000000000
329,540000000000
329,540000000000
328,610000000000
327,650000000000
328,540000000000
328,550000000000
329,280000000000
328,820000000000
329,400000000000
330,440000000000
330,170000000000
330,550000000000
330,680000000000
331,190000000000
332,390000000000
331,700000000000
332,380000000000
332,390000000000
332,490000000000
332,880000000000
333,020000000000
332,980000000000
333,230000000000
333,150000000000
333,180000000000
334,350000000000
334,300000000000
335,190000000000
335,320000000000
335,170000000000
336,010000000000
335,850000000000
336,310000000000
336,590000000000
337,000000000000
336,580000000000
337,100000000000
336,990000000000
336,630000000000
336,200000000000
336,010000000000
336,340000000000
335,740000000000
335,460000000000
335,240000000000
334,600000000000
334,100000000000
333,420000000000
332,540000000000
332,840000000000
331,820000000000
332,250000000000
331,180000000000
331,480000000000
330,920000000000
330,930000000000
330,940000000000
331,540000000000
331,270000000000
331,370000000000
331,880000000000
332,080000000000
332,530000000000
333,110000000000
332,650000000000
333,340000000000
333,400000000000
334,030000000000
333,970000000000
334,660000000000
334,560000000000
334,940000000000
335,680000000000
335,220000000000
334,740000000000
335,300000000000
335,500000000000
335,950000000000
336,060000000000
336,730000000000
336,910000000000
337,290000000000
337,330000000000
338,000000000000
337,620000000000
337,870000000000
338,270000000000
338,020000000000
337,890000000000
337,790000000000
338,440000000000
338,460000000000
338,120000000000
337,620000000000
337,470000000000
336,690000000000
336,790000000000
336,340000000000
335,860000000000
335,420000000000
334,660000000000
334,690000000000
334,200000000000
333,780000000000
332,820000000000
331,850000000000
331,750000000000
332,790000000000
332,220000000000
331,910000000000
332,670000000000
332,800000000000
333,220000000000
333,570000000000
333,610000000000
334,120000000000
334,150000000000
334,460000000000
334,960000000000
335,260000000000
335,070000000000
335,200000000000
335,480000000000
336,640000000000
336,930000000000
337,020000000000
336,600000000000
336,520000000000
336,780000000000
336,900000000000
337,930000000000
338,100000000000
338,650000000000
338,970000000000
337,900000000000
338,760000000000
338,760000000000
339,380000000000
339,520000000000
338,610000000000
339,190000000000
339,400000000000
339,670000000000
339,740000000000
339,010000000000
339,150000000000
338,930000000000
338,140000000000
337,700000000000
337,910000000000
336,670000000000
336,850000000000
336,350000000000
336,170000000000
334,810000000000
334,990000000000
333,740000000000
334,400000000000
333,610000000000
333,610000000000
334,110000000000
334,520000000000
334,090000000000
334,350000000000
334,540000000000
334,800000000000
335,360000000000
335,790000000000
335,880000000000
336,400000000000
336,720000000000
337,010000000000
337,200000000000
337,530000000000
337,400000000000
337,710000000000
338,650000000000
337,890000000000
338,470000000000
338,190000000000
338,350000000000
338,910000000000
339,430000000000
339,830000000000
339,660000000000
340,840000000000
340,630000000000
340,810000000000
340,980000000000
341,140000000000
341,350000000000
341,390000000000
341,710000000000
341,340000000000
341,320000000000
341,640000000000
341,620000000000
341,500000000000
340,760000000000
340,490000000000
339,950000000000
339,300000000000
338,770000000000
338,810000000000
336,780000000000
337,990000000000
338,360000000000
337,210000000000
336,900000000000
335,960000000000
336,430000000000
335,710000000000
335,770000000000
335,720000000000
336,110000000000
336,510000000000
336,690000000000
336,900000000000
337,490000000000
337,220000000000
337,650000000000
337,800000000000
338,090000000000
338,520000000000
338,390000000000
338,610000000000
339,120000000000
339,250000000000
339,550000000000
339,670000000000
339,890000000000
340,700000000000
340,180000000000
341,340000000000
341,230000000000
340,970000000000
341,610000000000
342,490000000000
342,290000000000
342,620000000000
342,960000000000
342,540000000000
342,680000000000
343,070000000000
343,050000000000
342,950000000000
343,000000000000
342,870000000000
342,830000000000
342,410000000000
342,180000000000
341,720000000000
341,300000000000
340,540000000000
340,720000000000
340,210000000000
339,320000000000
339,000000000000
338,420000000000
337,190000000000
337,600000000000
337,100000000000
336,920000000000
336,840000000000
336,140000000000
336,640000000000
337,080000000000
337,220000000000
337,630000000000
338,130000000000
338,290000000000
338,450000000000
339,230000000000
339,720000000000
339,700000000000
339,780000000000
340,030000000000
340,420000000000
340,570000000000
340,750000000000
340,790000000000
341,630000000000
341,750000000000
341,570000000000
341,600000000000
341,950000000000
342,690000000000
342,460000000000
342,710000000000
342,770000000000
342,830000000000
343,380000000000
343,956666666669
344,533333333331
345,110000000000
344,380000000000
344,910000000000
344,780000000000
344,970000000000
344,230000000000
344,070000000000
344,180000000000
343,510000000000
343,340000000000
343,020000000000
342,350000000000
342,190000000000
341,860000000000
341,160000000000
340,700000000000
340,580000000000
339,460000000000
338,970000000000
338,830000000000
339,090000000000
337,350000000000
337,620000000000
338,020000000000
338,060000000000
338,310000000000
339,300000000000
338,900000000000
339,130000000000
339,430000000000
340,170000000000
339,700000000000
340,440000000000
340,690000000000
341,240000000000
341,310000000000
341,580000000000
342,070000000000
341,320000000000
341,620000000000
341,970000000000
342,660000000000
342,940000000000
342,910000000000
342,590000000000
342,510000000000
343,610000000000
345,180000000000
343,920000000000
344,890000000000
345,200000000000
345,720000000000
345,930000000000
345,780000000000
346,050000000000
346,430000000000
346,180000000000
346,060000000000
346,230000000000
345,850000000000
345,520000000000
345,120000000000
345,170000000000
344,120000000000
344,270000000000
343,720000000000
343,100000000000
342,714999999998
342,330000000000
342,050000000000
340,980000000000
340,470000000000
340,370000000000
340,430000000000
340,470000000000
340,130000000000
340,340000000000
340,960000000000
340,820000000000
341,210000000000
341,510000000000
341,800000000000
342,050000000000
342,430000000000
342,610000000000
342,970000000000
343,540000000000
343,760000000000
344,190000000000
343,890000000000
344,090000000000
344,490000000000
344,710000000000
344,990000000000
